tweet_id,tweet_text,corrected_label,informative_content
592344791750463488',"RT @TheTweetOfGod: You can pray for Nepal, or you can actually do something by contributing to relief efforts: https://t.co/Cm3XaC0rSp",not_related_or_irrelevant,"RT @TheTweetOfGod: You can pray for Nepal, or you can actually do something by contributing to relief efforts: https://t.co/Cm3XaC0rSp"
592950303982559232',"SO thankful this week for access to a working, flushing toilet, something that can't be taken for granted even on a normal day. #NepalQuake",not_related_or_irrelevant,"SO thankful this week for access to a working, flushing toilet, something that can't be taken for granted even on a normal day. #NepalQuake"
592087968031969280',"RT @LiaqatAli2015: 5/48 recovered and still, 12 are missing. Furthermore, ISIS is killing people every day. Yesterday, I saw a photograph o…",affected_people_and_evacuations,"5/48 recovered and still, 12 are missing"
593178415387246592',"RT @PaulHenryShow: ""They're living in makeshift tents, they don't have clean water &amp; food is scarce."" - @MrMikeMcRoberts #nepal #NepalQuake…",rescue_volunteering_and_donation_effort,"""They're living in makeshift tents, they don't have clean water &amp; food is scarce."""
592284980543365121',RT @mrhegde: Waiting with fingers crossed for @anuj_sachdeva to come home safely. He is stranded at #Kathmandu airport #NepalEarthquake @Su…,affected_people_and_evacuations,He is stranded
592284214873235456',The death toll in the #NepalEarthquake has risen to more than 2000. OH MY ὣ1,injured_or_dead_people,The death toll in the #NepalEarthquake has risen to more than 2000
597632258166509568',RT @rahulkanwal: RSS' 2nd senior most functionary Dattatreya Hosable personally supervising relief operations in Kathmandu. http://t.co/cvQ…,rescue_volunteering_and_donation_effort,RSS' 2nd senior most functionary Dattatreya Hosable personally supervising relief operations in Kathmandu
593341747918311424',"Devastation and resilience after the #NepalEarthquake, captured by @siobhanheanue over 5 days http://t.co/3dpE4NDUpm http://t.co/1N8LCbD3wR",other_useful_information,Devastation and resilience after the #NepalEarthquake
592265685532745728',#NDTV #LATEST #NEWS: India Will Make All-Out Efforts to Help Earthquake-Hit Nepal: PM Modi: Prime Minister Nar... http://t.co/K2Hn0edrl7,rescue_volunteering_and_donation_effort,India Will Make All-Out Efforts to Help Earthquake-Hit Nepal
593170319407521793',RT @ICRC: #NepalQuake Our #familylinks website is in #Nepali too. Register if a relative is missing. Please retweet http://t.co/G1frQBCu8R …,not_related_or_irrelevant,RT @ICRC: #NepalQuake Our #familylinks website is in #Nepali too. Register if a relative is missing. Please retweet http://t.co/G1frQBCu8R …
592253990953443330',#NepalEarthquake: Thoughts and prayers pour in http://t.co/uk1QVfTKP5,not_related_or_irrelevant,Thoughts and prayers pour in
592697872623218689',RT @insan_divya: At Least 150 Indians Reach Raxaul in Bihar From Earthquake-Hit Nepal: #MSGHelpEarthquakeVictims,affected_people_and_evacuations,At Least 150 Indians Reach Raxaul
591991088656883712',Recently read the news. It's awful. Support people in Nepal our prayers!,not_related_or_irrelevant,Recently read the news. It's awful. Support people in Nepal our prayers!
592649291115663360',RT @MedairInt: #NepalQuake: Watch this update from our emergency response team as they prepare to leave for #Nepal. http://t.co/LrEC6APhFN,other_useful_information,Watch this update from our emergency response team
592269103433326592',"RT @ntparti: China rescue team leaves for #Nepal, expected to arrive in Katmandu midday Sunday. #Earthquake http://t.co/VU42zuzGSQ http://t…",rescue_volunteering_and_donation_effort,China rescue team leaves for #Nepal
593711565376983041',A Poetic tribute to  #NepalQuake by our #TumbhiArtists  Read:... http://t.co/FbKf0FId2v,not_related_or_irrelevant,A Poetic tribute to  #NepalQuake by our #TumbhiArtists  Read:... http://t.co/FbKf0FId2v
592866125182070788',#Nepal relief efforts... #CBF partners with trusted local agencies and field personnel already working there http://t.co/X2M6xr8sPA,rescue_volunteering_and_donation_effort,#Nepal relief efforts... #CBF partners with trusted local agencies and field personnel already working there
592275751124246529',Uodate: Nepal hit by major aftershock as search for quake survivors intensifies http://t.co/O45lB2zcBg via @USATODAY,other_useful_information,Nepal hit by major aftershock
592697717467586561',"T-Mobile makes calling &amp; texting Nepal free, waives bills to aid earthquake relief efforts http://t.co/l3rPJkaLrj",rescue_volunteering_and_donation_effort,"T-Mobile makes calling &amp; texting Nepal free, waives bills to aid earthquake relief efforts "
592283690627137536',"Devastation, obliteration from Nepal earthquake  via @josephjett #news http://t.co/XzXtLyU0wJ",other_useful_information,"Devastation, obliteration from Nepal earthquake"
592276082125975552',RT @dibang: Buried Alive.. Man rescued in #Kathmandu becomes the Face of Nepal #Earthquake\n. http://t.co/7y30nDglbb,affected_people_and_evacuations,Man rescued
592282012922159104',The Photo Blog : Nepal landmarks: Before and after the earthquake: http://t.co/aRgZtbEjoJ,other_useful_information,Nepal landmarks: Before and after the earthquake
593188954083430400',"RT @TimesNow: India has demonstrated its global leadership in recent weeks, 1st in Yemen &amp; now in Nepal. We're grateful: US Envoy http://t.…",not_related_or_irrelevant,"RT @TimesNow: India has demonstrated its global leadership in recent weeks, 1st in Yemen &amp; now in Nepal. We're grateful: US Envoy http://t.…"
592303038334898176',Q&amp;A: How bad is the damage in Nepal after the powerful earthquake? #News #Earthquake #Featured #Nepal,infrastructure_and_utilities_damage,How bad is the damage
592344367634984961',RT @piersmorgan: The Gurkhas have fought for Britain for 200 years. It's time we repaid the favour. Donate here:   http://t.co/ND8qxh43VK  …,not_related_or_irrelevant,RT @piersmorgan: The Gurkhas have fought for Britain for 200 years. It's time we repaid the favour. Donate here:   http://t.co/ND8qxh43VK  …
592343385085607936',RT @MEAcontrolroom: #NepalEarthquake  Nepal Government Helpline 0097714200257,rescue_volunteering_and_donation_effort,Government Helpline
592165566590230529',"RT @smitaprakash: ANI reporting from Nepal. People stayed awake all night, on the streets, all due to aftershocks. https://t.co/aLPuUQDtfS",affected_people_and_evacuations,"People stayed awake all night, on the streets"
592079810408525825',"#USA #News: Nepal quake: Hundreds dead, Everest shaken: A powerful earthquake struck Nepal S... http://t.co/Knhr5ethsv via .@TheNewsHype",injured_or_dead_people,Hundreds dead
592695486882144259',"RT @AP: BREAKING: Police say at least 3,617 people have been confirmed dead in Nepal after massive quake",injured_or_dead_people,"at least 3,617 people have been confirmed dead"
592889407453167616',"RT @IndianExpress: #ExpressFrontPage: Nepal Quake | 1,200 bodies in three days, Pashupatinath pyres keep burning http://t.co/4f1R0vImle htt…",injured_or_dead_people,"1,200 bodies in three days"
593064183631093760',Almost 5000 people died and count is still increasing.... but some stupids are creating jokes on #nepalearthquake... http://t.co/eIBt23g3Rn,injured_or_dead_people,Almost 5000 people died
592277974017318912',Nepal quake: Quake deals heavy blow to Nepal's rich cultural heritage http://t.co/Kgz54eCIX4 KATHMANDU (AFP): Reduced to piles of rubble …,infrastructure_and_utilities_damage,heavy blow to Nepal's rich cultural heritage
592278500763107328',"RT @jrousselot: 25 hours after the first one, we just felt a huge aftershock - reportedly 6.7 magnitude #Kathmandu #Nepal #NepalQuake",other_useful_information,felt a huge aftershock - reportedly 6.7 magnitude #Kathmandu
592276377660850176',SADNESS SINKING IN': Big aftershock rattles Nepal as aid begins to arrive    via @FoxNews http://t.co/lrmiH8VjMM,other_useful_information,Big aftershock rattles Nepal
592298358061957122',RT @rdewan: 217 missing in Everest: http://t.co/dKIMzmq3rK #NepalQuake,affected_people_and_evacuations,217 missing
593609036144214016',"RT @XuscaSoleNY: https://t.co/o1RqfCCmKm don't believe earthquakes happen naturally, not from mother Nature, they're provoked, avoid other …",not_related_or_irrelevant,"RT @XuscaSoleNY: https://t.co/o1RqfCCmKm don't believe earthquakes happen naturally, not from mother Nature, they're provoked, avoid other …"
592286435312435203',@sunriseon715 children still missing from Aus charity Forget Me Not in #nepal from #nepalquake Pls retweet to help! http://t.co/LmpftdbqDT,affected_people_and_evacuations,children still missing
592285682523049984',Nepal Earthquake Disaster http://t.co/qw4akmcQDo via @gofundme,other_useful_information,Nepal Earthquake Disaster
593187632881872896',I just donated to support the Nepal earthquake survivors and hope you will too! #SupportNepal http://t.co/aHc9RqIoLj,rescue_volunteering_and_donation_effort,I just donated to support the Nepal earthquake survivors
592343923516780544',"RT @narendramodi: Spoke to PM Sushil Koirala, who is in transit in Bangkok on his way to Kathmandu. Assured all support &amp; assistance during…",rescue_volunteering_and_donation_effort,Assured all support &amp; assistance 
592666409576038400',"Dogs from India, France assisting in rescue operations in Nepal http://t.co/ujYYYwqHBw  https://t.co/rVIwZH5Jon",rescue_volunteering_and_donation_effort,"Dogs from India, France assisting in rescue operations in Nepal"
592275376916865024',"NDTV News - World: China, Japan Search for Citizens Stranded in Nepal Earthquake - NDTV News - World... http://t.co/BIOhds0J5m",affected_people_and_evacuations,"China, Japan Search for Citizens Stranded"
592296021239078912',"RT @AP: PHOTO: Volunteers work to remove debris at the historic Dharahara tower after an earthquake in Kathmandu, Nepal: http://t.co/urWYk3…",rescue_volunteering_and_donation_effort,Volunteers work to remove debris
592681191427481601',"RT @BBCBreaking: UK government giving £5m to help response to Nepal earthquake, which has killed more than 2,300 people http://t.co/Tjd2KpO…",injured_or_dead_people,"killed more than 2,300 people"
592248559401050112',"RT @JFyleman: Nepal earthquake - homes destroyed, lives lost, communities devastated. Could your church stand with @tearfund http://t.co/K4…",infrastructure_and_utilities_damage,"homes destroyed, lives lost, communities devastated"
592209579708055552',RT @HEhearsmE:Twitter: .... please keep us o lord .bless my .#family .#friends .#prayers .#NepaLearthquake . @pahiirm http://t.co/bsuUc6XeXh,not_related_or_irrelevant,RT @HEhearsmE:Twitter: .... please keep us o lord .bless my .#family .#friends .#prayers .#NepaLearthquake . @pahiirm http://t.co/bsuUc6XeXh
592255696839643138',We circled over #Kathmandu 6 times as rescue flights landed.... then M6.4 #EARTHQUAKE and airport closed down. Redirected back to Delhi. :(,infrastructure_and_utilities_damage,airport closed down
593185598086643712',"RT @PzFeed: BREAKING NEWS: Nepal PM Says Quake Toll Could Be 10,000.  WATCH: Moment of the 7.8-magnitude earthquake  http://t.co/RtdhpMtvGn",injured_or_dead_people,"Toll Could Be 10,000"
593515635608457217',"President Obama calls Nepal's prime minister, offers help with #earthquake recovery http://t.co/SIm6mHZ3yt",rescue_volunteering_and_donation_effort,"President Obama calls Nepal's prime minister, offers help with #earthquake recovery"
592289833273266176',"Indian Air Force\nMI17 V5 of IAF rescued 7 persons from Dhuncha,50 km of Kathmandu\n#NepalEarthquake \n#OperationMaitri",rescue_volunteering_and_donation_effort,Indian Air Force\nMI17 V5 of IAF rescued 7 persons 
592706192633376769',@Sootradhar Different school of thoughts #ThankYouPM #IndiaWithNepal http://t.co/KeJOMuvdjU,not_related_or_irrelevant,@Sootradhar Different school of thoughts #ThankYouPM #IndiaWithNepal http://t.co/KeJOMuvdjU
593831936281284608',"Police in Nepal say the death toll from Saturday's earthquake has topped 5,500; more than 11,400 injured - @AP http://t.co/LE9XUvShDZ",injured_or_dead_people,"the death toll from Saturday's earthquake has topped 5,500; more than 11,400 injured"
592668851558559744',"RT @prateekpradhan: A relief team is sending food relief pkts. to Aru Pokhari, Gorkha. They need 100 tents. Anyone? Can approach for helico…",rescue_volunteering_and_donation_effort,"A relief team is sending food relief pkts. to Aru Pokhari, Gorkha. They need 100 tents"
592935929834315776',RT @AhmedAliGondal: http://t.co/8KF10pzoED #NepalEarthquake Please #DonateForNepal,not_related_or_irrelevant,RT @AhmedAliGondal: http://t.co/8KF10pzoED #NepalEarthquake Please #DonateForNepal
593152607700529152',RT @ILNewsFlash: The IDF field hospital established in Kathmandu is the biggest ever built by the Israeli military. (Channel 2) http://t.co…,rescue_volunteering_and_donation_effort,The IDF field hospital established in Kathmandu
592277968149352449',RT @ani30oct: IMP Notice:\n@HMOIndia instructed Bureau of Immigration to give gratis VISAS to ALL COUNTRIES tourists stranded in Nepal\n@Bara…,rescue_volunteering_and_donation_effort,instructed Bureau of Immigration to give gratis VISAS to ALL COUNTRIES tourists stranded in Nepal
592691721219223552',"RT @kundadixit: #NepalQuake Day 3 Update Aftershocks subside, but huge need for rescue, relief. http://t.co/EroGtuYnBh http://t.co/vlIogfoQ…",other_useful_information,#NepalQuake Day 3 Update
593256139644473344',Nepal’s tourism takes a massive hit http://t.co/lJuvbfePju via @timesofindia,other_useful_information,Nepal’s tourism takes a massive hit
592275304720113664',"Nepalese dig for survivors, 2,200 dead: Rescuers dug with their bare hands and bodies piled up in Nepal on Sun... http://t.co/xJvDzTNQD7",injured_or_dead_people,"2,200 dead[SEP]bodies piled up"
593776885148086272',Budget airline offers free flights to #Nepal for aid agencies http://t.co/NlXfF7ZVs7 #news http://t.co/XNYY5wTX91,rescue_volunteering_and_donation_effort,Budget airline offers free flights to #Nepal for aid agencies
592282258955898882',"Just landed in Kathmandu, circled for 1.5 hrs as airport closed again due to reported aftershock. Now sitting on Tarmac #NepalQuake",infrastructure_and_utilities_damage,airport closed again
592274656180248576',RT @AJENews: Fresh aftershocks shake Nepal. Survivors forced to flee from buildings as rescuers dig through rubble in Kathmandu http://t.co…,affected_people_and_evacuations,Survivors forced to flee
592284749575491584',"RT @hublimandi: Nepal quake: 27 from Dharwad, Haveri safe http://t.co/3bkms5m8jU",affected_people_and_evacuations,"27 from Dharwad, Haveri safe"
593184937047494657',RT @JohnKerry: Just announced U.S. Is providing an additional $9 million for #NepalEarthquake response and recovery efforts. #WeStandwithNe…,rescue_volunteering_and_donation_effort,U.S. Is providing an additional $9 million for #NepalEarthquake response and recovery efforts
592286955695509504',RT @NewsNationTV: U-14 girls team stuck in Nepal to be evacuated on priority  - http://t.co/IuXAG0oAEE,affected_people_and_evacuations,U-14 girls team stuck in Nepal to be evacuated
592296429386866688',VIDEO: Kathmandu square reduced to rubble http://t.co/DSMuRU00nT,infrastructure_and_utilities_damage,Kathmandu square reduced to rubble
593185390632271872',"People out there are doing everything they can to rebuild their homes. While, we're destroying ours. Smh #NepalEarthquake vs #BaltimoreRiots",not_related_or_irrelevant,"People out there are doing everything they can to rebuild their homes. While, we're destroying ours. Smh #NepalEarthquake vs #BaltimoreRiots"
592280059043389440',217 missing in Everest region #earthquake  https://t.co/clYBlRlfTS,affected_people_and_evacuations,217 missing
592123955680571392',"RT @theage: Quake terror: 'It's still shaking' Nepal rocked, temors felt in India and Bangladesh http://t.co/NIywHeXyTw http://t.co/v4QuUk3…",other_useful_information,temors felt in India and Bangladesh
592344542306705408',RT @SpokespersonMoD: #NepalEarthquake IAF helicopters are flying almost non-stop since this morning.,rescue_volunteering_and_donation_effort,IAF helicopters are flying almost non-stop
593359092892176384',RT @decappeal: #Aid is getting through. Your support will help those affected #NepalQuake http://t.co/r3o1X0I5Wd http://t.co/AcSWqYQ2vm,rescue_volunteering_and_donation_effort,#Aid is getting through
593181287235608578',"RT @decappeal: 10,000+ injured in #NepalQuake. £25 can provide clean water for 4 families for a month http://t.co/r3o1X0I5Wd http://t.co/s5…",injured_or_dead_people,"10,000+ injured"
592869795831402496',"Report describing levels of #NepalQuake destruction in Tibet, from a Chinese online paper http://t.co/ojk29YA9mF",other_useful_information,Report describing levels of #NepalQuake destruction
591925601101062144',"BBC News - Nepal earthquake: More than 100 dead, many injured http://t.co/BDIwZ3nZC8",injured_or_dead_people,"More than 100 dead, many injured"
593660335074086912',‘HELP!’ Stranded Trekkers Send Out SOS After #Nepal Quake. Read more: http://t.co/yzyZDHBJyD http://t.co/vlC5P6ivyw,not_related_or_irrelevant,‘HELP!’ Stranded Trekkers Send Out SOS After #Nepal Quake. Read more: http://t.co/yzyZDHBJyD http://t.co/vlC5P6ivyw
591949540309229568',18 dead bodies found in #Everest base camp #Earthquake #Nepal,injured_or_dead_people,18 dead bodies found
592241806684721152',"RT @SPoonia777: Dharara Tower, built in 1832, collapses in #Kathmandu during earthquake,Plz Guru ji please help them victims ppl #MSGHelpEa…",infrastructure_and_utilities_damage,"Dharara Tower, built in 1832, collapses "
593164229789806593',RT @beatricemartini: #Nepalearthquake emergency: why digital #humanitarian response matters &amp; how you can help. Feat. @humdata http://t.co/…,not_related_or_irrelevant,RT @beatricemartini: #Nepalearthquake emergency: why digital #humanitarian response matters &amp; how you can help. Feat. @humdata http://t.co/…
592291478203797504',"RT @MEAIndia: RT @eoiktmnp 312 stranded Indians evacuated from Nepal in 3 IAF flights carrying 52, 100 and 160 Indians #NepalEarthquake",affected_people_and_evacuations,"312 stranded Indians evacuated[SEP]IAF flights carrying 52, 100 and 160 Indians"
592994360263778304',Pulitzer Prize winning Jim Morin's cartoon on #NepalQuake #NepalEarthquake http://t.co/ngDCtCTqMh,not_related_or_irrelevant,Pulitzer Prize winning Jim Morin's cartoon on #NepalQuake #NepalEarthquake http://t.co/ngDCtCTqMh
591976111413665793',RT @CurtisSChin: Before / After. #Kathmandu “@reportedly: Patan’s Durbar Square  #NepalQuake: https://t.co/lW2gcHzESV The aftermath: https:…,other_useful_information,Before / After. #Kathmandu
592075388265832448',Prayers for Nepal......help will comeὄD,not_related_or_irrelevant,Prayers for Nepal
592344116857597952',RT @sardogsnepal: #NepalQuakeRelief  Follow updates at our website  &amp; donate for our medical disaster response camp in #Gorkha http://t.co/…,other_useful_information,Follow updates
592275269521670144',"#vlenxx Top story: Powerful 6.7 aftershock hits Kathmandu, Mount Everest http://t.co/Fm4w3meIBJ, see more http://t.co/7ws12VNkHI",other_useful_information,Powerful 6.7 aftershock hits Kathmandu
592087835450220544',Google exec dies in Mt. Everest avalanche after Nepal quake http://t.co/s0jpaUROB1 #Startup #Entrepreneurs #Ideas,injured_or_dead_people,Google exec dies
592294416792080384',Nepal has been hit by a massive earthquake claiming thousands of lives and damage to its historic… https://t.co/1KoYVE2OEk,injured_or_dead_people,claiming thousands of lives
593151641898995714',"RT @dna: Nepal quake: Bihar hospital pastes 'bhukamp' stickers on injured, removes after being exposed http://t.co/ikRFsJ49Fj",other_useful_information,"RT @dna: Nepal quake: Bihar hospital pastes 'bhukamp' stickers on injured, removes after being exposed http://t.co/ikRFsJ49Fj"
592277720773447680',Asian countries search for citizens stranded in Nepal earthquake http://t.co/QHRlw2XCy2,affected_people_and_evacuations,Asian countries search for citizens stranded
592275243940601856',"RT @morgaaanf: 1,000 were killed after an earthquake in Nepal &amp; people were worrying about Bruce Jenner. The power of media is scary http:/…",injured_or_dead_people,"1,000 were killed"
592283517460971520',NI MAN WITNESSES ‘SCENE OF DEVASTATION’ AFTER NEPAL EARTHQUAKE: A NORTHERN Ireland trekking in Nepal has told of… http://t.co/HUgO2VdUvU,other_useful_information,‘SCENE OF DEVASTATION’ AFTER NEPAL EARTHQUAKE
593294940999823362',Opposition leader Ro Teimumu Kepa today called on the people of Fiji to unite in prayer for the people of Nepal.... http://t.co/fZ9XAQUkYQ,not_related_or_irrelevant,Opposition leader Ro Teimumu Kepa today called on the people of Fiji to unite in prayer for the people of Nepal.... http://t.co/fZ9XAQUkYQ
592342983371980801',RT @unisdr: Breakdown in communications hampering response effort #NepalEarthquake  https://t.co/kBD05ZVtFN,infrastructure_and_utilities_damage,Breakdown in communications
592275439294353408',"RT @insan_divya: Nepals historic Dharahara tower collapse, Trapping hundreds. #MSGHelpEarthquakeVictims http://t.co/7rvXDATlpk",infrastructure_and_utilities_damage,Nepals historic Dharahara tower collapse
592866136452128769',@hamrocircle latest on Dhading region. Rural Nepal inaccessible. #NepalQuakeRelief http://t.co/sqAWUnuxLG,infrastructure_and_utilities_damage,Rural Nepal inaccessible
592609405377449984',We'll all be praying #PrayForNepal Ὁ0 Stay strong and don't give up ✌ἿB️ὤFἿB http://t.co/940t3HWY3a,not_related_or_irrelevant,We'll all be praying #PrayForNepal Ὁ0 Stay strong and don't give up ✌ἿB️ὤFἿB http://t.co/940t3HWY3a
592400019593932800',Russian emergencies ministry sends rescuers to quake-hit Nepal http://t.co/CvRO3Ea17x,rescue_volunteering_and_donation_effort,Russian emergencies ministry sends rescuers
592695100922298369',RT @johnspatricc: → http://t.co/eMwUpxDEes #HughSheridan Aussie actor Hugh Sheridan s brother missing in Nepal Hugh Sheridan West Australia…,affected_people_and_evacuations,Aussie actor Hugh Sheridan s brother missing
592905148952924160',RT @_joshcarter: My heart is breaking as I watch what's happening in Baltimore &amp; Nepal!,not_related_or_irrelevant,RT @_joshcarter: My heart is breaking as I watch what's happening in Baltimore &amp; Nepal!
592697370929930241',Nepal earthquake: climber captures Mount Everest avalanche  - #c4news http://t.co/e7Jre6vq14,other_useful_information,Nepal earthquake: climber captures Mount Everest avalanche
592274630989258752',RT @JacqueGRCM: @MidwivesRCM @LesleyPageRCM GR8news-MIDSON RCM twins in Nepal R safe but very shaken-@smithgillianbl #prayersanswered http:…,affected_people_and_evacuations,twins in Nepal R safe
592936102933168128',Help RT My Sister SYDNEY SCHUMACHER is MISSING in #langtang #NepalEarthquake info on the website https://t.co/xPcHCz2XwM help,affected_people_and_evacuations,My Sister SYDNEY SCHUMACHER is MISSING
592331630808735744',"Graphic Photos: Over 400 People Dead, 1000 Injured As Massive Earthquake Hits Nepal http://t.co/0vwfrVa7cv",injured_or_dead_people,"Over 400 People Dead, 1000 Injured"
592695329352503299',RT @SPoonia777: #MSGHelpEarthquakeVictims Google has released a people finder for the #NepalEarthquake http://t.co/DXa0mzqtGx (data not ver…,rescue_volunteering_and_donation_effort,Google has released a people finder 
591936685945987072',"Pls Share : Earthquake helpline at the Indian Embassy in Kathmandu-+977 98511 07021, +977 98511 35141",rescue_volunteering_and_donation_effort,Earthquake helpline
592272874716532737',RT @DDNewsLive: 4 aircraft and a #C-130 plane carrying 3 tonnes of relief supplies and a 40-member rescue team were  pressed into service t…,rescue_volunteering_and_donation_effort,4 aircraft and a #C-130 plane carrying 3 tonnes of relief supplies and a 40-member rescue team were  pressed into service
592278108050485248',RT @AP: VIDEO: Man rescued from a badly damaged building in Kathmandu; residents scurry during aftershock: http://t.co/UQMWu4RZNI,rescue_volunteering_and_donation_effort,Man rescued 
593059623101460480',"RT @ani30oct: Indian Army We have completed establishment of 45 bedded hospital at Lagankhel,Nepal  #Salute2IndianForces http://t.co/hUeegu…",rescue_volunteering_and_donation_effort,We have completed establishment of 45 bedded hospital at Lagankhel
593776071436271616',"RT @pcgamer: Ubisoft's Far Cry dev team will donate up to $100,000 to support relief efforts in Nepal. http://t.co/r62uwsTde3 http://t.co/j…",rescue_volunteering_and_donation_effort,"Ubisoft's Far Cry dev team will donate up to $100,000 to support relief efforts in Nepal"
592282031263907841',Nepal Earthquake: NewsX ground zero report http://t.co/XLirSdVOae,other_useful_information,Nepal Earthquake: NewsX ground zero report
592911366425567232',Eight million' hit by Nepal quake http://t.co/k4HNt0Yp9s Eight million people were affected by the Nepal earthquake and 1.4m are in need…,affected_people_and_evacuations,Eight million' hit by Nepal quake[SEP]Eight million people were affected
592720024705576960',[4/27/2015|8:33]… Watch: Kathmandu devastation through the eyes of a drone http://t.co/unrou0ku4o,other_useful_information,Kathmandu devastation through the eyes of a drone
592257203710595073',"RT @oxfamgb: RT @Mark_Goldring1: Awful sight. Kathmandu's Darbar Square, before and after today's earthquake. RT @rkarnad http://t.co/Y5Qqu…",other_useful_information,"Kathmandu's Darbar Square, before and after today's earthquake"
592282530558005248',Asian countries search for citizens stranded by Nepal quake http://t.co/sxcYHqD55v via @NewsRepublic,affected_people_and_evacuations,Asian countries search for citizens stranded
592275365936037889',"RT @cctvnews: #UPDATE Death toll from #NepalEarthquake now at more than 2,000, according to official gov't count. (AFP) http://t.co/qV4zthi…",injured_or_dead_people,"Death toll from #NepalEarthquake now at more than 2,000,"
592691422144417792',Nepal earthquake: Amanda Holden's sister escapes Everest avalanche http://t.co/GvAc9rLxJJ,affected_people_and_evacuations,Amanda Holden's sister escapes Everest avalanche
592275084519317504',RT @ekh_rocksci: #Everest Makalu base camp completely destroyed by #avalanche but climbers are safe. #Nepal #earthquake #NepalQuake https:/…,infrastructure_and_utilities_damage,#Everest Makalu base camp completely destroyed
593460576950489089',"In Nepal, A Flood Of People Leave Capital To Return Home - http://t.co/yowy5O66Ez",affected_people_and_evacuations,A Flood Of People Leave Capital To Return Home
592249668672827392',Nepal capital Kathmandu devastated by powerful earthquake http://t.co/bIVv0fFOfX,infrastructure_and_utilities_damage,Nepal capital Kathmandu devastated
592344648397426690',"RT @SriSri: If you wish to donate for #NepalEarthquake,you can do so through Prime Minister’s Relief Fund or through http://t.co/otRDO2Bt7Q…",not_related_or_irrelevant,"RT @SriSri: If you wish to donate for #NepalEarthquake,you can do so through Prime Minister’s Relief Fund or through http://t.co/otRDO2Bt7Q…"
592687111804952578',RT @_kamal82: We are sending specialist teams to #Nepal. Please help us maximise the benefit we can offer http://t.co/rapAIujTwF. http://t.…,rescue_volunteering_and_donation_effort,We are sending specialist teams to #Nepal
592282282842427392',#NepalQuakeRelief  Indians evacuated from Nepal deboarding a C-17 Globemaster- III of IAF at AFS Palam today. 1/5 http://t.co/x1Yu2538XD,affected_people_and_evacuations,Indians evacuated 
593130358742372353',"people giving,but what are corporations giving ?, vodafone,starbucks , HSBC and others who pay little tax in our country ? #NepalQuakeRelief",not_related_or_irrelevant,"people giving,but what are corporations giving ?, vodafone,starbucks , HSBC and others who pay little tax in our country ? #NepalQuakeRelief"
592284930580721664',RT @STForeignDesk: #NepalQuake: Aftershock of 6.7 magnitude hits #Nepal - USGS\n\nhttp://t.co/PpJ1Cy8NGy,other_useful_information,Aftershock of 6.7 magnitude hits #Nepal
593156830488109056',RT @RoyalAirForceUK: An RAF C-17 has left for Nepal carrying vital UK aid stocks and a team of Gurkha engineers http://t.co/wknSU3aWDy http…,rescue_volunteering_and_donation_effort,An RAF C-17 has left for Nepal carrying vital UK aid stocks and a team of Gurkha engineers
592700574187069441',Google Responds To Nepal Earthquake; Deploys Person-Finder Tool http://t.co/iVtJoqYif9,rescue_volunteering_and_donation_effort,Deploys Person-Finder Tool 
592281626580787201',"RT @HumanitarianCat: Slideshow of #Nepal damage, buildings collapsed, rubble, children injured. Significant humanitarian needs likely: http…",infrastructure_and_utilities_damage,"#Nepal damage, buildings collapsed"
592699201554878466',RT @nytvideo: Many of Kathmandu's iconic buildings were lost in the earthquake that rocked Nepal http://t.co/OeHWrEBtr8,infrastructure_and_utilities_damage,Many of Kathmandu's iconic buildings were lost
592335443141660672',Salute to Indian Army and PM Narendra Modi  for sending relief in Nepal,not_related_or_irrelevant,Salute to Indian Army and PM Narendra Modi 
592353565483597824',IHH Search and Rescue Team has begun work in earthquake-hit Nepal. http://t.co/7cYzF86cq2,rescue_volunteering_and_donation_effort,IHH Search and Rescue Team has begun work in earthquake-hit Nepal
592651449001095169',RT @WB_WithRG: #IndiawithNepal 40 Member Army Engineer Task Force moved yesterday. Separate team to check Nepal's power grid. #ThankUArmy,not_related_or_irrelevant,RT @WB_WithRG: #IndiawithNepal 40 Member Army Engineer Task Force moved yesterday. Separate team to check Nepal's power grid. #ThankUArmy
592344386123505666',"RT @nytimes: Dan Fredinburg, an engineer at Google, died on Mount Everest during the avalanche caused by the earthquake in Nepal http://t.c…",injured_or_dead_people,"Dan Fredinburg, an engineer at Google, died"
592251820061433856',RT @abpnewstv: WATCH: ABP News' detailed report over collapse of Dharara tower in Kathmandu\n\nVIDEO: http://t.co/UEYO3u1Q03 http://t.co/K23z…,infrastructure_and_utilities_damage,ABP News' detailed report over collapse of Dharara tower
592908506182918146',RT @IsraelMFA: Israeli embassy in #Kathmandu opened its gates to Israelis seeking shelter. Over 150 Israelis have been staying in @Israelin…,rescue_volunteering_and_donation_effort,Israeli embassy in #Kathmandu opened its gates to Israelis seeking shelter
592275927578447872',RT @Independent: Powerful aftershock causes panic and further devastation in Nepal\nhttp://t.co/mZ9ZlRAjZw http://t.co/c8viW21LEH,other_useful_information,Powerful aftershock causes panic and further devastation in Nepal
592292390418980865',PROCIT Nepal Kathmandu office to remain closed on Monday the 27th op april #nepalquake,infrastructure_and_utilities_damage,Nepal Kathmandu office to remain closed on Monday
