text	label_p1	label_p2	rationale_label
RT @flightradar24: The @AirbusGroup A350 relief flight is now waiting to land at #Kathmandu. http://t.co/6nQWFhhS0C #NepalEarthquake http:/…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	the a350 relief flight is now waiting to land at #kathmandu 
RT @cnnbrk: Nepal to reopen routes up Mount Everest as early as next week. At least 19 people died there from  earthquake. http://t.co/nqMS…	injured_or_dead_people	injured_or_dead_people	at least 19 people died 
Major aftershock shakes Nepal and neighbouring countries following Saturday's devastating earthqua http://t.co/ITngSMYjjM via @BBCBreaking	other_useful_information	other_useful_information	major aftershock shakes nepal and neighbouring countries 
"RT @BishopJakes: My heart is broken over the loss of 1400 people in Nepal, death of Freddie Gray, beheading of Coptic Christians n Libya. W…"	not_related_or_irrelevant	not_related_or_irrelevant	my heart is broken over the loss of 1400 people 
@RannvijaySingha dude I was thinking that how should be a part of this and contribute to Nepal relief.I think this a good way to help	not_related_or_irrelevant	not_related_or_irrelevant	dude i was thinking that how should be a part of this and contribute to nepal relief . i think this a good way to help
RT @gauravcsawant: 750 dead in Kathmandu. Lamjung (epicentre) initial reports: more than 100 dead. (India to dispatch additional doctors &amp; …	injured_or_dead_people	injured_or_dead_people	750 dead  _sep_exp_token_ more than 100 dead 
"RT @rConflictNews: Pakistan sending 4 aircraft carrying a 30-bed field hospital, 2,000 meals, beds and tents #NepalQuake - @AhmenKhawaja ht…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	pakistan sending 4 aircraft carrying a 30 - bed field hospital , 2,000 meals , beds and tents 
"Nepal earthquake: 'I just want to cry, all I feel is hurt' http://t.co/C5ncd1tQnX"	not_related_or_irrelevant	not_related_or_irrelevant	" nepal earthquake : ' i just want to cry , all i feel is hurt ' "
"RT @STForeignDesk: BREAKING: #NepalQuake: Aftershock of 6.7 magnitude hits Nepal and #India, triggers fresh avalanche\n\nhttp://t.co/AZ1y2VXy…"	other_useful_information	other_useful_information	aftershock of 6.7 magnitude hits nepal and #india  _sep_exp_token_ triggers fresh avalanche
Perth families desperate for Nepal news (The West Australian) http://t.co/6uL7KD5mrm #news	not_related_or_irrelevant	not_related_or_irrelevant	perth families desperate for nepal news ( the west australian ) #news
"RT @HDLindiaOrg: Nepal slaughtered 2000 cows on 28-29 november 2014, human casualties in nepal approx 10000 !! 1 cow's life = 5 human being…"	injured_or_dead_people	injured_or_dead_people	human casualties in nepal approx 10000 
UNESCO World Heritage sites destroyed by quake: sad sight.All our thoughts and prayers are with the people of Nepal. https://t.co/lgvQJZCnNF	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	unesco world heritage sites destroyed 
RT @mayankjain100: Islamic invaders used to throw slaughtered cows in water sources of Rajputs--who used to die thirsty during war. Pak doe…	not_related_or_irrelevant	not_related_or_irrelevant	islamic invaders used to throw slaughtered cows in water sources of rajputs--who used to die thirsty during war . pak doe
"RT @carolineheldman: Good news! Supplies delivered to Kyanjin Gompa, and many choppers have rescued people.  #Langtang #NepalQuake"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	supplies delivered to kyanjin gompa , and many choppers have rescued people 
RT @ShivAroor: Best story ever :) 4-month-old baby survives 24-hrs under rubble in Nepal. Nepal Army rescues. http://t.co/4wmBkCVmqd http:/…	affected_people_and_evacuations	affected_people_and_evacuations	4 - month-old baby survives 24 - hrs under rubble 
This Nepal earthquake is horrible. ὣ3	not_related_or_irrelevant	not_related_or_irrelevant	this nepal earthquake is horrible . 3
Nepal Earthquake CCTV footage from Hotel Swimming pool Live Video: http://t.co/pyNiHlUn3P via @YouTube	other_useful_information	other_useful_information	nepal earthquake cctv footage 
---\n---\nEarth quake Nepal	other_useful_information	other_useful_information	earth quake nepal
RT @BBCScotlandNews: Scots listed missing after the #NepalEarthquake have been making contact with their families http://t.co/gRsC4Pjq3X ht…	affected_people_and_evacuations	affected_people_and_evacuations	scots listed missing 
"RT @SueDHellmann: Terribly sad news. @AP: BREAKING: Nepal police say at least 1,130 dead in massive earthquake centered outside of Kathmand…"	injured_or_dead_people	injured_or_dead_people	at least 1,130 dead 
They were enroute to #kathmandu from #raxaul by a bus. 12 people were travelling in a bus. they started at around 10am in the morning.	not_related_or_irrelevant	not_related_or_irrelevant	they were enroute to #kathmandu from #raxaul by a bus . 12 people were travelling in a bus . they started at around 10am in the morning .
RT @rayyykneee: Prolly only 5 people knows about Nepal's earthquake in my school.Smh. They're on Twitter 24/7 but they ignore it cuz it's n…	not_related_or_irrelevant	not_related_or_irrelevant	prolly only 5 people knows about nepal 's earthquake in my school.smh . they 're on twitter 24/7 but they ignore it cuz it 's n
Kathmandu: Mass cremation of the victims of Earthquake http://t.co/PWHEsNjQvO	injured_or_dead_people	injured_or_dead_people	mass cremation of the victims 
"6.6 million people affected in Nepal earthquake, says UN http://t.co/34pdnr71W0 via @NewsRepublic"	affected_people_and_evacuations	affected_people_and_evacuations	6.6 million people affected 
RT @MarianCataln: Many Himalayan Villages are like this. #nepal #earthquake #HELPNEPAL http://t.co/rARiOSEgHr	not_related_or_irrelevant	not_related_or_irrelevant	many himalayan villages are like this . #nepal #earthquake #helpnepal
"RT @NST_Online: Nepalese Home Ministry says quake death toll has reached 1,805. #BreakingNews #NepalEarthquake #nst170 http://t.co/hmJoov6F…"	injured_or_dead_people	injured_or_dead_people	quake death toll has reached 1,805 . 
@lookatthisstory  China To Flatten 700 Mountains http://t.co/fy0YxdjIOj @HuffPostGreen #NepalEarthquake #wazrom  http://t.co/mmo0V44Pvq …	not_related_or_irrelevant	not_related_or_irrelevant	china to flatten 700 mountains #nepalearthquake #wazrom
Emergency Contact Details for #Expats in #Nepal | AngloINFO World: #Expat Life http://t.co/ig0p0rZ571 @FCOtravel	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	emergency contact details for #expats 
RT @BBCBreaking: Nepal #earthquake latest:  - reports of avalanches in Everest - temples flattened - unknown numbers killed &amp; injured http:…	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	temples flattened 
"RT @pcgamer: Ubisoft's Far Cry dev team will donate up to $100,000 to support relief efforts in Nepal. http://t.co/r62uwsTde3 http://t.co/j…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	ubisoft 's far cry dev team will donate up to $ 100,000 to support relief efforts in nepal 
"Maurice1Charles: RT Reuters: The death toll from #Nepal's 7.9 magnitude earthquake has climbed to more than 3,700:… http://t.co/aFKQ602LiZ"	injured_or_dead_people	injured_or_dead_people	the death toll from #nepal 's 7.9 magnitude earthquake has climbed to more than 3,700 
RT @ndtvfeed: Fresh 6.7 Magnitude Earthquake Strikes Nepal; Tremors Across North India http://t.co/3GjEtw2gll (video)	other_useful_information	other_useful_information	fresh 6.7 magnitude earthquake strikes nepal ; tremors across north india 
RT @namgayzam: #Bhutan's aid commitment to #Nepal same as the US and Google: USD 1MN. http://t.co/PZ3n9Uzp8B	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	#bhutan 's aid commitment to #nepal 
RT @Habibies: Before and After of #NepalEarthquake. Pray for #Nepal. #NepalQuake #Earthquake http://t.co/9brmFn4gev	not_related_or_irrelevant	not_related_or_irrelevant	pray for #nepal 
Nepal earthquake: Rescuers forced to dig with their bare hands in search for survivors as images show damage to… http://t.co/ASyIUXpaLd	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	rescuers forced to dig with their bare hands in search for survivors 
"@AsimBajwaISPR Sir, If you need manpower for earthquake victims in Nepal, then i am available as a valunteer. I wanna help them."	not_related_or_irrelevant	not_related_or_irrelevant	" sir , if you need manpower for earthquake victims in nepal , then i am available as a valunteer . i wanna help them . "
Top TT #Portland (right now 81º Partly Cloudy)   ✯ #BaltimoreRiots  ✯ #MOTAVATORMONDAY  ✯ Nepal   via @disenowebccs!!	not_related_or_irrelevant	not_related_or_irrelevant	top tt #portland ( right now 81 partly cloudy ) #baltimoreriots #motavatormonday nepal via ! !
"RT @PlanGlobal: RT @davtox: Anxious passengers on Kathmandu bound flight fm Delhi as flight held back due to fresh 6.7 quake, Kathmandu @Pl…"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	flight held back 
[Interamericana] Adventist Church in Nepal appeals for urgent help: The president of the Seventh-day... http://t.co/F495tOu5Yb #Noticias	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	adventist church in nepal appeals for urgent help 
RT @RashtrapatiBhvn: India committed to assist Govt. of Nepal in every way possible in dealing with situation #PresidentMukherjee	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	india committed to assist govt . of nepal 
@thatwritingchic Please read this http://t.co/hA3zQFy54s	not_related_or_irrelevant	not_related_or_irrelevant	please read this
"RT @CanGeographers: Canadians among Mount Everest climbers hit by Nepal quake, avalanche\nhttp://t.co/ZcJNYik3w1 http://t.co/ngZUSgkaXx"	affected_people_and_evacuations	affected_people_and_evacuations	canadians among mount everest climbers hit by nepal quake 
I have latest photos of damaged area of World Heritage Site #Nepal. Any media or organization want those?Plz contact #earthquake #Nepalquake	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	latest photos of damaged area of world heritage site #nepal 
Video: Aftershocks rock Kathmandu fol... http://t.co/LTxBikrBeZ via http://t.co/gtd9C6Fyfx	other_useful_information	other_useful_information	video : aftershocks rock kathmandu 
RT @ANI_news: Very big thanks to GoI…Modi sarkar zindabad: Indian stranded in Nepal #earthquake http://t.co/X43MDrIG1C	affected_people_and_evacuations	affected_people_and_evacuations	indian stranded 
*In real time *  #NepalEarthquake  India : So sad .. Bangladesh : That wasn't No ball..	not_related_or_irrelevant	not_related_or_irrelevant	in real time  _sep_exp_token_ #nepalearthquake india : so sad .. bangladesh : that was n't no ball ..
Nepal earthquake has destroyed essential cultural heritage and killing lots of people.	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	destroyed essential cultural heritage 
RT @rtenews: A climber on Mount Everest captured a video of the moment an avalanche struck after the earthquake in Nepal https://t.co/ykMv8…	other_useful_information	other_useful_information	captured a video of the moment an avalanche struck after the earthquake 
RT @htTweets: Heritage razed: Twitteratis show what the Nepal quake did to these historic sites http://t.co/kphkHFcNy4 http://t.co/9DZIcz6e…	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	what the nepal quake did to these historic sites
"#German #France #Nepal – German, French Rescue Teams on Way to Nepal – A German rescue… http://t.co/MycZs12QCn #News #disaster"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	german , french rescue teams on way to nepal 
RT @SylviaEken: #NepalQuake Death toll 1900 and 700 casuallties in Kathmandu valley. http://t.co/B8L6M4ERCD http://t.co/3mKXfbnY8K	injured_or_dead_people	injured_or_dead_people	death toll 1900 and 700 casuallties 
RT @third_pole: Bad weather slow government response hampers #NepalEarthquake #relief efforts in Gorkha http://t.co/sgTBKwQye2 http://t.co/…	other_useful_information	other_useful_information	bad weather slow government response hampers 
China Rushes Aid to Nepal; Taiwan Is Turned Away http://t.co/hEseSA6qyd	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	china rushes aid to nepal 
RT @PDChina: 25 of 200 Chinese stranded in a hydropower station in #Nepal were airlifted to safety on Tues by Chinese helicopter. http://t.…	affected_people_and_evacuations	affected_people_and_evacuations	25 of 200 chinese stranded 
"RT @JulieA_S: 250 Israelis trekking in #Nepal still unaccounted for. If anyone has info, or needs updates about a missing person: http://t.…"	affected_people_and_evacuations	affected_people_and_evacuations	250 israelis trekking in #nepal still unaccounted for 
RT @compassion: May God grant his peace to Nepal and protect those who are bringing aid. #NepalEarthquake http://t.co/iH83NNkZen	not_related_or_irrelevant	not_related_or_irrelevant	may god grant his peace to nepal and protect those who are bringing aid . #nepalearthquake
RT @ZaldeeInc: Please share Earthquake helpline numbers #NepalEarthquake #Nepal #earthquake @tinucherian http://t.co/A9pjsTGOWz	not_related_or_irrelevant	not_related_or_irrelevant	please share earthquake helpline numbers #nepalearthquake #nepal #earthquake
.@RichardGSimpson a good example of spatial industry helping shape a better future! http://t.co/9r3cOgR6YP #OpenStreetMap #Pivotal2015	not_related_or_irrelevant	not_related_or_irrelevant	a good example of spatial industry helping shape a better future ! #openstreetmap #pivotal2015
"In Nepal, A Flood Of People Leave Capital To Return Home - http://t.co/yowy5O66Ez"	affected_people_and_evacuations	affected_people_and_evacuations	a flood of people leave capital to return home 
.@BobSeger Benefit concert? Kathmandu Nepal hit by major aftershock as search for survivors intensifies http://t.co/XOvhBcz39W #SmartNews	other_useful_information	other_useful_information	kathmandu nepal hit by major aftershock 
Dozens of Britons untraced in Nepal http://t.co/9S08ZT23O8	affected_people_and_evacuations	affected_people_and_evacuations	dozens of britons untraced 
"RT @FellowshipNWA: If you would like to make a donation toward disaster relief in Nepal, you can do so through Fellowship. http://t.co/V4lu…"	not_related_or_irrelevant	not_related_or_irrelevant	" rt : if you would like to make a donation toward disaster relief in nepal , you can do so through fellowship . "
RT @BritishRedCross: Aftershocks from #NepalQuake means that people are still sleeping outdoors. Rain is predicted for the next three days …	affected_people_and_evacuations	affected_people_and_evacuations	people are still sleeping outdoors 
Opposition leader Ro Teimumu Kepa today called on the people of Fiji to unite in prayer for the people of Nepal.... http://t.co/fZ9XAQUkYQ	not_related_or_irrelevant	not_related_or_irrelevant	opposition leader ro teimumu kepa today called on the people of fiji to unite in prayer for the people of nepal ...
"SO thankful this week for access to a working, flushing toilet, something that can't be taken for granted even on a normal day. #NepalQuake"	not_related_or_irrelevant	not_related_or_irrelevant	" so thankful this week for access to a working , flushing toilet , something that can't be taken for granted even on a normal day . #nepalquake "
"RT @BobThurman: Terrible earthquake in Nepal, thousands gone, tens of thousands more injured and devastated. Let's everyone pray... http://…"	injured_or_dead_people	injured_or_dead_people	thousands gone , tens of thousands more injured and devastated 
"RT @SushmaSwaraj: Pl RT Indian Embassy in Kathmandu Helplines no.s : +977 9851107021, 9851135141"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	indian embassy in kathmandu helplines 
Nepal hits me at home man :(	other_useful_information	other_useful_information	nepal hits me at home man
RT @HONOUROURFORCES: Sending our prays to the people of Nepal a country that has given us the Amazing men in the Gurkhas  #NepalEarthquake …	not_related_or_irrelevant	not_related_or_irrelevant	sending our prays to the people of nepal a country that has given us the amazing men in the gurkhas #nepalearthquake
"RT @PaulHenryShow: ""They're living in makeshift tents, they don't have clean water &amp; food is scarce."" - @MrMikeMcRoberts #nepal #NepalQuake…"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	they 're living in makeshift tents , they do n't have clean water & food is scarce 
RT @rossb82: Deeply saddened to see the destruction in Nepal today. Thoughts with @wateraidnepal and their compatriots. https://t.co/LTGWo2…	not_related_or_irrelevant	not_related_or_irrelevant	deeply saddened to see the destruction in nepal today . thoughts with and their compatriots .
Nepal Earthquake collapsed buildings | Studio N: http://t.co/c4k6q05ytb via @YouTube	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	collapsed buildings 
"RT @NPRrussell: The death toll from Saturday's earthquake in Nepal continues to rise: 5,693 dead and 11,538 injured. @NEoCOfficial"	injured_or_dead_people	injured_or_dead_people	the death toll from saturday 's earthquake in nepal continues to rise : 5,693 dead and 11,538 injured 
"So sad that there are places destroyed because of natural disaster, and other places destroyed by its own people #PrayForNepal #NotBaltimore"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	there are places destroyed  _sep_exp_token_ other places destroyed 
#DebkaFile Nepal quake death toll continues to rise. Fifty Israelis still stranded  #Islamic Terrorism http://t.co/dCoTrDCtWf	injured_or_dead_people	injured_or_dead_people	death toll continues to rise 
RT @570News: Waterloo's @aeryonlabs sending drones to help assess quake damage in Nepal http://t.co/rvI0IJHCE0 http://t.co/DOGwOYesKV	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	assess quake damage 
Learn about #Mountain #Ecosystems #EarthQuake #Nepal 1Miin 42 Sec http://t.co/1LiJ7qg3QB	not_related_or_irrelevant	not_related_or_irrelevant	learn about #mountain #ecosystems #earthquake #nepal 1miin 42 sec
RT @deltadan: My son has been found alive and is ok!  He and all of the other monks and guru are ok! #NepalEarthquake	affected_people_and_evacuations	affected_people_and_evacuations	my son has been found alive and is ok 
RT @ShivAroor: Kathmandu airport open for operations. Flights to land shortly. #NepalEarthquake	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	kathmandu airport open for operations . flights to land shortly 
RT @ArutzSheva_En: #NepalQuake: Tens of Israeli Couples Stranded in #Kathmandu with Newborns http://t.co/lME7iJNdwN http://t.co/AcdEmAdWpW	affected_people_and_evacuations	affected_people_and_evacuations	tens of israeli couples stranded 
Jannat' director Kunal Deshmukh 'safe' in quake-hit Nepal - The Indian Express http://t.co/IhZShlcS93	affected_people_and_evacuations	affected_people_and_evacuations	jannat ' director kunal deshmukh ' safe ' 
RT @IndianExpress: #ExpressFrontPage #earthquake Explained: How bad is the damage? How prepared was Nepal? http://t.co/hTPVijPVcr http://t.…	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	how bad is the damage 
RT @cnni: Roads are so damaged in Nepal it took a CNN crew two hours to go 20 miles -- a major challenge for rescue and aid: http://t.co/CT…	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	roads are so damaged 
RT @BBCSanjoyM: And another - bit longer - tremor #NepalEarthquake	other_useful_information	other_useful_information	and another - bit longer - tremor #nepalearthquake
RT @AUThackeray: Spoke to Maharashtra Health Minister @drdeepaksawant who informed me that 28 doctors have been sent via Govt. to #Nepal la…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	28 doctors have been sent via govt . 
Text GIVE NEPAL to 80088 to donate $10 to the Nepal Earthquake Relief Fund. Take a screenshot and tag… https://t.co/VTJW2tt4qM	not_related_or_irrelevant	not_related_or_irrelevant	text give nepal to 80088 to donate $ 10 to the nepal earthquake relief fund . take a screenshot and tag
"RT @reuterspictures: Nepalese dig for quake survivors as toll exceeds 2,200, big aftershock hits #NepalEarthquake http://t.co/WWvOFpZNvH ht…"	injured_or_dead_people	injured_or_dead_people	toll exceeds 2,200 , 
"Live: Earthquake in Nepal, north India — Day 5:   http://t.co/X7igFI4mzA"	other_useful_information	other_useful_information	earthquake in nepal , north india day 5 
RT @IvanCNN: Residents of Kathmandu camped out under tarps for fear of aftershocks #NepalQuake http://t.co/negdlE11er	affected_people_and_evacuations	affected_people_and_evacuations	residents of kathmandu camped out under tarps 
"RT @brooketitus369: Wendesday may six yoga 11 will be hosting a bake sale to help support the relief efforts in Nepal, come help out cpa!"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	yoga 11 will be hosting a bake sale to help support the relief efforts in nepal 
RT @EconomicTimes: A damaged road after a powerful earthquake in Kathmandu #NepalQuake http://t.co/jnCOyYEpKO	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	a damaged road 
Scots climber trapped up Mount Everest following Nepal disaster \nhttp://t.co/wlfulJSkJj http://t.co/1Zy2FZjppc	affected_people_and_evacuations	affected_people_and_evacuations	scots climber trapped 
RT @namgayzam: #Bhutan 's small but not small enough to not be able to help our neighbour. His Majesty sends 52 member team with medical st…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	his majesty sends 52 member team with medical st
Massive earthquake and huge tremors in Nepal. #StayStrongNepal #HelpNepalNow	other_useful_information	other_useful_information	massive earthquake and huge tremors in nepal 
RT @ADRAIntl: 80% of homes near epicenter of #NepalEarthquake have been damaged or destroyed. #ADRAresponds with regional response. More de…	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	80 % of homes near epicenter of #nepalearthquake have been damaged or destroyed 
Let's ALL help those poor people in Nepal. If you can't contribute $$$$...at least make a concerted effort to at least buy Nepalese Hashish.	not_related_or_irrelevant	not_related_or_irrelevant	let 's all help those poor people in nepal . if you can't contribute $ $ $ ... at least make a concerted effort to at least buy nepalese hashish .
RT @YahooNZ: Text NEPAL to 2923 to make a $3 donation to UNICEF's aid effort in Nepal. Every little bit helps. http://t.co/gwUKgOZA6p	not_related_or_irrelevant	not_related_or_irrelevant	text nepal to 2923 to make a $ 3 donation to unicef 's aid effort in nepal . every little bit helps .
"Nepal seeks help, death toll seen rising after devastating quake: KATHMANDU (Reuters) - Nepal urged countries ... http://t.co/TdnMh2tJuh"	injured_or_dead_people	injured_or_dead_people	death toll seen rising 
RT @JustineGreening: UK will deploy 3 @RoyalAirForceUK Chinook helicopters to help supplies &amp; people travel quickly to and from #Nepal’s re…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	uk will deploy 3 chinook helicopters to help supplies 
RT @CUFI: Israeli aid plane takes off for Nepal as quake death toll climbs http://t.co/4OFj7Oj5nQ	injured_or_dead_people	injured_or_dead_people	quake death toll climbs
I added a video to a @YouTube playlist http://t.co/f6iNX7soeE 35 People From Belagavi Return Safely From Quake-hit Nepal	affected_people_and_evacuations	affected_people_and_evacuations	35 people from belagavi return safely 
"RT @kashishds: Dharahara tower is busy destination for families on weekends. Today, it collapsed trapping many. Rescue ops ongoing. http://…"	affected_people_and_evacuations	affected_people_and_evacuations	trapping many 
RT @brabimkumar: Are you in #kathmandu 20 youth volunteers urgently required for some relief operation at tundikhel. Contact @AyonNepal	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	20 youth volunteers urgently required for some relief operation at tundikhel 
RT @scottharrison: Want to help the people of Nepal? Donate at http://t.co/6X7Gn92Rgb &amp; 100% will reach our local partners on the ground ht…	not_related_or_irrelevant	not_related_or_irrelevant	want to help the people of nepal ? donate at & 100 % will reach our local partners on the ground ht
BBC News - Nepal quake: Eyewitness accounts http://t.co/UcnXXehba8	other_useful_information	other_useful_information	nepal quake : eyewitness accounts
"RT @SouleFacts: In Sindhupalchok alone, death reaches 1,300. 90% homes destroyed, desperate wait for help. https://t.co/OVcstUHoav  #NepalE…"	injured_or_dead_people	injured_or_dead_people	death reaches 1,300 
US deploys new “military assets” to Nepal as death toll from earthquake grows - World Socialist Web Site http://t.co/nqwAGjGzPK #WarNews	injured_or_dead_people	injured_or_dead_people	death toll from earthquake grows 
"@NMenonRao @ndtv is there prediction for aftershock in Nepal. My relative is in Birgunj, border of Bihar."	other_useful_information	other_useful_information	prediction for aftershock in nepal 
RT @itsohsodemi: Demi dedicated Nightingale to the victims in Nepal #DemiWorldTour	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	demi dedicated nightingale to the victims in nepal
Nepal earthquake: Dozens of British travellers missing after disaster\xa0 http://t.co/PCLrTOC4p8	affected_people_and_evacuations	affected_people_and_evacuations	dozens of british travellers missing 
RT @ChannelNewsAsia: Latest #NepalQuake aftershock triggers avalanches on Mount Everest http://t.co/rnBxLk4N5M  https://t.co/Exz9NCZ8MQ	other_useful_information	other_useful_information	latest #nepalquake aftershock triggers avalanches on mount everest
Nepal Earthquake: BBC crew travels to quake epicentre - BBC News http://t.co/jCx5msJcsh | https://t.co/gXrStQ7GrN http://t.co/6UQRn9EnCV	not_related_or_irrelevant	not_related_or_irrelevant	nepal earthquake : bbc crew travels to quake epicentre - bbc news |
"RT @abc7newsBayArea: #BREAKING: Officials say the death toll from the massive #NepalEarthquake has surpassed 4,000. http://t.co/J0QB6laMcc …"	injured_or_dead_people	injured_or_dead_people	the death toll from the massive #nepalearthquake has surpassed 4,000 
"Mos ishte denim prej Zotit! In Two Days, 250,000 Animals are Violently Slaughtered in Nepal Just to Please a Goddess. http://t.co/RxqEqFSvb2"	not_related_or_irrelevant	not_related_or_irrelevant	" mos ishte denim prej zotit ! in two days , 250,000 animals are violently slaughtered in nepal just to please a goddess . "
"@MedhajNewsApp @VgDaula   One C-130,with 40 NDRF Members+3 TON suppliesflown to Kathmandu,3 more Aircrafts with mobile hosp fly by evening"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	one c - 130 , with 40 ndrf members + 3 ton suppliesflown to kathmandu , 3 more aircrafts with mobile hosp fly 
"USA steps up for disaster relief.. ""@BBCWorld: Nepal quake relief drive intensifies http://t.co/wN4sQjsNk7"""	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	usa steps up for disaster relief  _sep_exp_token_ nepal quake relief drive intensifies 
RT @SpokespersonMoD: #NepalEarthquake Arrival of stranded Indians from Kathmandu at Palam by C-17 of IAF in the wee hours-2 http://t.co/Mlj…	affected_people_and_evacuations	affected_people_and_evacuations	arrival of stranded indians from kathmandu at palam 
"RT @tech2eets: #Google, #Facebook join Red Cross to find thousands missing after Nepal quake http://t.co/a28AUcoGe0 http://t.co/2zxUdVLBPm"	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	#google , #facebook join red cross to find thousands missing 
Recently read the news. It's awful. Support people in Nepal our prayers!	not_related_or_irrelevant	not_related_or_irrelevant	recently read the news . it 's awful . support people in nepal our prayers !
"Nepal earthquake LIVE: Kathmandu airport shut - A strong earthquake aftershock struck India and Nepal on Sunday, s... http://t.co/TDkZ7ljHkR"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	kathmandu airport shut 
RT @SpokespersonMoD: #NepalEarthquake Two C-17 Globemaster III of #IAF are being loaded with medical supplies at Hindon n wd be taking off …	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	two c - 17 globemaster iii of #iaf are being loaded with medical supplies 
"RT @SpokespersonMoD: #NepalEarthquake Landing on uneven ground by IAF's MI 17 V5 at Simpani, near Pokhara. http://t.co/J73vUyKBVX"	not_related_or_irrelevant	not_related_or_irrelevant	" rt : #nepalearthquake landing on uneven ground by iaf 's mi 17 v5 at simpani , near pokhara . "
OMG !!  VIDEO: 4-month-old baby rescued alive from debris in Nepal  CLICK here --&gt;&gt; http://t.co/T82TM2uBFp http://t.co/rTlMO6GogS ...#64	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	4 - month-old baby rescued 
RT @IsraelMFA: Israeli embassy in #Kathmandu opened its gates to Israelis seeking shelter. Over 150 Israelis have been staying in @Israelin…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	israeli embassy in #kathmandu opened its gates to israelis seeking shelter 
RT @Viber: In response to the earthquake in Nepal we have switched off Viber Out billing so Nepal users can call any destination for free	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	have switched off viber out billing so nepal users can call any destination for free
"Praying RT @USATODAY #BREAKING Death toll from Nepal earthquake climbs to 2,152 http://t.co/LYAXZebmSP"	injured_or_dead_people	injured_or_dead_people	death toll from nepal earthquake climbs to 2,152
RT @JacqueGRCM: @MidwivesRCM @LesleyPageRCM GR8news-MIDSON RCM twins in Nepal R safe but very shaken-@smithgillianbl #prayersanswered http:…	affected_people_and_evacuations	affected_people_and_evacuations	midson rcm twins in nepal r safe 
Nepal’s tourism takes a massive hit http://t.co/lJuvbfePju via @timesofindia	other_useful_information	other_useful_information	nepals tourism takes a massive hit
"RT @BBCSheffield: Sheffield based travel firm, Jagged Globe, says one of its teams in Nepal, out of contact since the quake, has now report…"	affected_people_and_evacuations	affected_people_and_evacuations	one of its teams in nepal , out of contact 
happy RT @meghamamgain: Endless wait for passengers at the Kathmandu airport @jonk says the… https://t.co/GnzkoagkAj http://t.co/2xSZLMyLHQ	affected_people_and_evacuations	affected_people_and_evacuations	endless wait for passengers at the kathmandu airport 
Nepal earthquake: British survivors arrive back in UK http://t.co/SXQO0sFaC2	affected_people_and_evacuations	affected_people_and_evacuations	british survivors arrive back in uk
Nepal Earthquake: Incredible Pictures From Everest Base Camp http://t.co/UGwyFb4wCx via @WSJIndia	other_useful_information	other_useful_information	nepal earthquake : incredible pictures from everest base camp
RT @jouljet: Views Of The Himalayas http://t.co/UfSJT5X3vD #Nepal #travel #ttot	other_useful_information	other_useful_information	views of the himalayas 
